cutoff_h,b
2.5,1.093080932211259
2.75,0.20650165363513098
3.0,-0.617482251703224
3.25,-1.008678104806744
3.5,-0.5153969002445817
3.75,0.1011735948441236
4.0,1.839225044639669
4.25,1.6149483917611214
4.5,-1.4055434429264257
4.75,-1.1872439286474692
5.0,-0.07820115946181636
5.25,0.07406649816995411
5.5,0.2482977796691524
